run,key,epsilon,lamb_dfl,c_dfl,lamb_lr,w_dfl,w_lr,trainloss_dfl,trainacc_dfl,traindq_dfl,testloss_dfl,testacc_dfl,testdq_dfl,trainloss_lr,trainacc_lr,traindq_lr,testloss_lr,testacc_lr,testdq_lr
93,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,2.0,10.0,61.253987796730186,0.0968338964579907,1.1065870911927518,0.614,0.116,1.1155316892448266,0.586,0.079,0.6930977396970289,0.537,0.039,0.6931618653342286,0.527,0.02
94,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.1,10.0,1353.4777939138658,0.0908154101564177,26.84374058571894,0.634,0.136,26.17347255668208,0.631,0.124,0.6925032236842364,0.554,0.056,0.6927592279281222,0.527,0.02
95,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.5,10.0,222.22776852469067,0.1098401734167683,6.031639753542546,0.57,0.072,6.07005396950465,0.577,0.07,0.6925338994133291,0.584,0.086,0.6925585523214827,0.61,0.103
96,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.02,10.0,7138.70394828796,0.0924033089336097,inf,0.571,0.073,inf,0.575,0.068,0.6931101132558172,0.504,0.006,0.6931973231944782,0.507,0.0
97,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,2.0,10.0,77.64199596348313,0.1093893156672463,1.3298221083916475,0.613,0.115,1.5896318855970035,0.592,0.085,0.6930108326607979,0.507,0.009,0.6930802616791379,0.499,-0.008
98,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,5.0,10.0,18.73881331037177,0.1036364492241393,0.7674333072525142,0.622,0.124,0.7694003781284992,0.619,0.112,0.6930454851576162,0.517,0.019,0.6931616350562716,0.5,-0.007
99,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.5,10.0,249.9959385899596,0.0979869212820802,3.4489232615557346,0.678,0.18,3.728999571060969,0.676,0.169,0.6929094571111664,0.525,0.027,0.69308744245196,0.503,-0.004
0,eps1.0_lambdfl1.0_lamblr10.0,1.0,1.0,0.1,10.0,124.52380354142446,0.0194697609735839,1.853691759490304,0.635,0.137,2.055748114036441,0.61,0.103,0.6927152985268641,0.714,0.216,0.6927310758508934,0.706,0.199
1,eps1.0_lambdfl1.0_lamblr10.0,1.0,1.0,5.0,10.0,2.535240288567634,0.0218700562356298,0.6805907276412978,0.616,0.118,0.6784753872541452,0.626,0.119,0.6925770010413224,0.671,0.173,0.6926321279397952,0.661,0.154
2,eps1.0_lambdfl1.0_lamblr10.0,1.0,1.0,0.02,10.0,653.0005268429386,0.0180547940530654,15.229631020293104,0.55,0.052,13.67188623750006,0.571,0.064,0.6928191205420763,0.661,0.163,0.6928363084630405,0.647,0.14
3,eps1.0_lambdfl1.0_lamblr10.0,1.0,1.0,0.5,10.0,25.500023319380794,0.0232588131530681,1.068867053700277,0.563,0.065,1.015553950694965,0.575,0.068,0.6927513064498628,0.708,0.21,0.692756153754775,0.717,0.21
4,eps1.0_lambdfl1.0_lamblr10.0,1.0,1.0,2.0,10.0,6.788192685263199,0.0172989293989502,0.6368966272540085,0.63,0.132,0.6446595425553885,0.62,0.113,0.6928773220695676,0.643,0.145,0.6929156023960484,0.619,0.112
5,eps1.0_lambdfl1.0_lamblr10.0,1.0,1.0,0.1,10.0,127.45782449316933,0.0195846795089805,4.124028453084049,0.532,0.034,4.070513754729349,0.536,0.029,0.6926293144178503,0.622,0.124,0.692693075529426,0.582,0.075
